"ID","Naam","Type","Plaats","Adres","Website","PlaceID","Lat","Lng","Rating","Reviews"
"217","Eierautomaat Vlastuin","automaat","Dalfsen","Venneweg 3, Dalfsen","True","True","52,4944931","6,3183373","True","True"
"218","Kaasboerderij Heileuver","winkel","Dalmsholte","Dalmsholterdijk 17, Dalmsholte","True","True","52,482006","6,3439957","True","True"
"219","Nottersei","automaat","Wierden","Schapendijk 4, Wierden","True","True","52,3596179","6,5260728","True","True"
"220","Boerderijwinkel Van t Kalf","winkel","Bruchterveld","Morgenroodweg 2a, Bruchterveld","False","False","52,533184","6,6778667","False","False"
"221","De Vreugdehoeve","winkel","Zwolle","Zalkerveerweg 20, Zwolle","True","True","52,5209973","6,0292391","True","True"
"222","Eierautomaat Zeeasterweg","automaat","Lelystad","Zeeasterweg 24, Lelystad","True","True","52,5002808","5,5645622","True","True"
"223","De Hofwinkel Warmonderhof","winkel","Dronten","Wisentweg 18, Dronten","True","True","52,5274916","5,6710136","True","True"
"224","Kaasboerderij KleiKracht","winkel","Winsum","Schilligeham 3, Winsum","True","True","53,3279565","6,4988528","True","True"
"225","Boerderijwinkel Kruize","winkel","Mussel","Zandtangerweg 64a, Mussel","True","True","52,9552","7,054806","True","True"
"226","De Luingahof","winkel","Bierum","Borgsingel 9, Bierum","True","True","53,3811393","6,8623818","True","True"
"227","Eierautomaat Van Weperen","automaat","Oosterwolde","Jardinga 1, Oosterwolde","False","True","53,0108459","6,2912269","True","True"
"228","Bioboer Pieter","winkel","Tzum","Franekerweg 2, Tzum","True","True","53,1679794","5,5485668","True","True"
"229","Melktap Nijeveen","automaat","Nijeveen","Dorpsstraat 89, Nijeveen","True","True","52,7359556","6,1778717","True","True"
"230","Kaasboerderij De Zeven Koeien","winkel","Doldersum","Brink 5, Doldersum","True","True","52,8877631","6,2454703","True","True"
"231","Eierautomaat Maatman","automaat","Ruinerwold","De Weidenweg 7a, Ruinerwold","False","True","52,7070738","6,260805","True","True"
"232","Kaasboerderij Zeilzicht","winkel","Zuidschermer","Westdijk 15, Zuidschermer","True","True","52,608407","4,7674745","True","True"
"233","Zuivelboerderij Tesselaar","winkel","Den Helder","Badhuisstraat 53, Den Helder","False","True","52,9535227","4,7300059","True","True"
"234","Smit Streekwinkel","winkel","Wervershoof","Grutteweide 2, Wervershoof","True","True","52,7369529","5,1220451","True","True"
"235","Zorgboerderij De Klompenhoeve","winkel","Egmond aan den Hoef","Hoeverweg 7, Egmond aan den Hoef","True","True","52,6348529","4,6783368","True","True"
"236","De Witte Gravin","automaat","Alphen aan den Rijn","Kortsteekterweg 12, Alphen aan den Rijn","True","True","52,1103684","4,7171815","True","True"
"237","Landwinkel Sonneveld","winkel","Benthuizen","Bentwoudlaan 2, Benthuizen","True","True","52,073058","4,541732","True","True"
"238","Boerderijwinkel Den4akker","winkel","Vierakker","Kapelweg 14, Vierakker","True","True","52,1020974","6,2482919","True","True"
"239","Kaasboerderij aan de Linge","winkel","Spijk","Spijkse Kweldijk 37b, Spijk","True","True","51,8559646","5,0323116","True","True"
"240","Kaasboerderij De Buitenhoeve","winkel","Haaften","Buitenweg 65, Haaften","True","True","51,8264223","5,21978","True","True"
"241","Boerderijwinkel De Blaak","winkel","Harskamp","Blaakweg 16, Harskamp","True","True","52,1276863","5,7096221","True","True"
"242","'Bij Verhoeven' Melktap","automaat","Udenhout","Haarensebaan 3, Udenhout","True","True","51,603342","5,165315","True","True"
"243","Aardappelautomaat ""ons Ãˆrpelhokske"" / VOF Pruijsen","automaat","Waspik","Vrouwkensvaartsestraat 45, Waspik","False","True","51,67193","4,96965","True","True"
"244","Aardappelautomaat & aardappelhandel Fokke de Jong","automaat","Ternaard","Nesserwei 9, Ternaard","True","True","53,385656","5,981337","True","True"
"245","aardappelen automaat Siegers","automaat","Marum","Lindsterlaan 50, Marum","False","True","53,136157","6,26898","True","True"
"246","Aardbeien Plukken","winkel","Rijnsburg","Kanaalpad Noord-West 1, Rijnsburg","False","True","52,196727","4,442376","True","True"
"247","Aardbeienautomaat","automaat","Huijbergen","Buurtweg 5, Huijbergen","True","True","51,438403","4,387151","True","True"
"248","Annemieke's Pluktuin","zelfpluk","Hillegom","Haarlemmerstraat 15A, Hillegom","True","True","52,312358","4,588215","True","True"
"249","Appeltje - Eitje (boerderijwinkel)","winkel","Arnhem","Kleine Oord 175, Arnhem","True","True","51,980073","5,905993","True","True"
"250","Asperges Limburg A2","winkel","Nederweert","Mildert 5, Nederweert","True","True","51,24072","5,794823","True","True"
"251","Automaat2Go","automaat","Haelen","Napoleonsweg 119, Haelen","False","True","51,23344","5,96271","True","True"
"252","Beeren Groenteteelt & Boerderij Automaat | Asperges - Aardbeien","automaat","Neer","Brumholt 4, Neer","True","True","51,27043","5,966011","True","True"
"253","Bij Peer l Boerderijautomaat","automaat","Vessem","Ingenieur van Meelweg 9, Vessem","True","True","51,430852","5,24047","True","True"
"254","Bio boerderij de Jong Melktap","automaat","Dinteloord","Mariadijk 4, Dinteloord","True","True","51,60684","4,340209","True","True"
"255","Biologische boerderijwinkel De Vierslag","winkel","Nieuweroord","Noorder Hoofddiep 28 A, Nieuweroord","True","True","52,72869","6,555939","True","True"
"256","Biologische kaasboerderij De Vierhuizen","winkel","Leidschendam","Ondermeerweg 10, Leidschendam","True","True","52,095285","4,48348","True","True"
"257","Biologische melktap","automaat","Hoogmade","Groenwegh 1, Hoogmade","False","True","52,164784","4,585063","True","True"
"258","Biologische Melktap Oene","automaat","Oene","Grote Weteringdijk 16, Oene","True","True","52,351384","6,060631","True","True"
"259","Blauwebessenkwekerij en bloemenpluktuin ""zeldenrust""","zelfpluk","Wapse","Wapserauwen 6, Wapse","False","True","52,844032","6,243023","True","True"
"260","Bloemenboerderij, Theetuin & Pluktuin Hemmekink","zelfpluk","Zelhem","Keijenborgseweg 24, Zelhem","True","True","52,020204","6,293583","True","True"
"261","Boederijautomaat Favorite","automaat","Sirjansland","Dillingsweg 3, Sirjansland","False","True","51,679451","4,03368","True","True"
"262","Boerderij automaat","automaat","Roosendaal","Rietgoorsestraat 90, Roosendaal","True","True","51,495693","4,4244","True","True"
"263","Boerderij automaat","automaat","Katwoude","Hoogedijk 16, Katwoude","False","True","52,467232","5,044228","True","True"
"264","Boerderij automaat","automaat","Tijnje","Heawei 42, Tijnje","True","True","53,017678","5,988054","False","False"
"265","Boerderij Automaat","automaat","Reusel","Postelsedijk 13A, Reusel","True","True","51,325388","5,171485","True","True"
"266","Boerderij automaat Breda","automaat","Breda","Rithsestraat 100, Breda","False","True","51,566403","4,729246","True","True"
"267","Boerderij automaat de Klispoel","automaat","Ubbergen","Kasteelselaan 2, Ubbergen","True","True","51,835515","5,911277","True","True"
"268","Boerderij Automaat Prinsen","automaat","Haarlo","Borculoseweg 40, Haarlo","True","True","52,111093","6,567253","True","True"
"269","Boerderij automaat Timmermans","automaat","Vierlingsbeek","Overloonseweg 11c, Vierlingsbeek","False","True","51,589065","5,99072","True","True"
"270","Boerderijautomaat Aan de baan","automaat","Hoeven","Roosendaalseweg 44, Hoeven","True","True","51,557384","4,570076","True","True"
"271","Boerderijautomaat BoerenGeluk","automaat","Nieuw-Vennep","Rijnlanderweg 1547, Nieuw-Vennep","False","True","52,242575","4,641258","True","True"
"272","Boerderijautomaat De Kievit","automaat","Putten","Zuiderzeestraatweg 23, Putten","True","True","52,267287","5,557921","True","True"
"273","Boerderijautomaat Grimme","automaat","Almere","Paradijsvogelweg 6, Almere","True","True","52,353361","5,318142","True","True"
"274","Boerderijautomaat Hooijer","automaat","Otterlo","Barneveldseweg 6a, Otterlo","True","True","52,104439","5,752811","True","True"
"275","Boerderijautomaat Lerop","automaat","Sint OdiliÃ«nberg","Leropperweg 19, Sint OdiliÃ«nberg","True","True","51,16894","5,985276","False","False"
"276","Boerderijautomaat Minnen","automaat","Ede","Lunterseweg 57, Ede","True","True","52,065778","5,636669","True","True"
"277","Boerderijautomaat van de Boerr","automaat","Dalfsen","Hofmanssteeg 7, Dalfsen","True","True","52,523779","6,287349","True","True"
"278","Boerderijautomaat Van Ginkel's fruitteeltbedrijf","automaat","Achterveld","Emelaarseweg 5, Achterveld","True","True","52,148681","5,457614","True","True"
"279","Boerderijautomaat Walbroek","automaat","Wijchen","Heumenseweg 83, Wijchen","True","True","51,800177","5,762062","True","True"
"280","Boerderijwinkel","winkel","De Cocksdorp","De Cocksdorp","False","True","53,134398","4,821086","True","True"
"281","Boerderijwinkel - N. de Jong Ternaard","winkel","Ternaard","Hantumerwei 10, Ternaard","False","True","53,377149","5,964251","True","True"
"282","Boerderijwinkel 'Nooit Gedacht'","winkel","Nieuwegein","Overeindseweg 35, Nieuwegein","True","True","52,038474","5,124724","True","True"
"283","Boerderijwinkel 't Koehotel","winkel","Zuidschermer","Laanweg 9, Zuidschermer","True","True","52,598402","4,798906","True","True"
"284","Boerderijwinkel 't Zwaantje","winkel","Hellevoetsluis","Rijksstraatweg 167, Hellevoetsluis","True","True","51,846633","4,138852","True","True"
"285","Boerderijwinkel 't Zwien Drents (H)eerlijk scharrelvarkensvlees","winkel","Gees","Lutmarsweg 6, Gees","True","True","52,752554","6,69011","True","True"
"286","Boerderijwinkel ""De Veldmaat""","winkel","Losser","Veldmatenweg 5, Losser","True","True","52,285431","6,9993","True","True"
"287","Boerderijwinkel ""in 't Anker""","winkel","Schore","Schoorse Bredeweg 1, Schore","True","True","51,471963","3,987237","True","True"
"288","Boerderijwinkel ""ut Ã¨Ã¨repelschuurke""","winkel","Zevenbergen","Achterdijk 89, Zevenbergen","True","True","51,657097","4,626346","True","True"
"289","Boerderijwinkel & Bakkerij","winkel","Kamperland","Noordstraat 44, Kamperland","True","True","51,574021","3,705317","True","True"
"290","Boerderijwinkel Appeltje-Eitje","winkel","Noordwijkerhout","Zeestraat 48a, Noordwijkerhout","True","True","52,266756","4,483266","True","True"
"291","Boerderijwinkel Bakkenes","winkel","Lunteren","Veenstraat 7, Lunteren","True","True","52,077044","5,637138","True","True"
"292","Boerderijwinkel Bosheurne","winkel","Barchem","Ruurloseweg 47, Barchem","True","True","52,11502","6,445135","True","True"
"293","Boerderijwinkel brouwer nieuwaal","winkel","Nieuwaal","Middelkampseweg 36, Nieuwaal","True","True","51,801274","5,163284","True","True"
"294","Boerderijwinkel Claassen","winkel","Stampersgat","Gastelsedijk West 37, Stampersgat","True","True","51,602869","4,429583","True","True"
"295","Boerderijwinkel Daalhoeve","winkel","Maastricht","Alesiahof 40, Maastricht","True","True","50,84314","5,652721","True","True"
"296","Boerderijwinkel De Beemster Kaaswagen","winkel","Zuidoostbeemster","Purmerenderweg 23a, Zuidoostbeemster","True","True","52,556053","4,967742","True","True"
"297","Boerderijwinkel de Deel","winkel","Scherpenzeel","Vlieterweg 11, Scherpenzeel","False","True","52,076389","5,488484","True","True"
"298","boerderijwinkel De Geer","winkel","Gendt","Flierensestraat 5, Gendt","True","True","51,888392","5,956357","True","True"
"299","Boerderijwinkel De Grote Koekoek","winkel","Ermelo","Jhr. Dr. J.C, Jonkheer Doctor C.J. Sandbergweg 68, Ermelo","True","True","52,301367","5,719991","True","True"
"300","Boerderijwinkel De Kleine Hope","winkel","Renswoude","Hopeseweg 25, Renswoude","True","True","52,058237","5,501505","True","True"
"301","Boerderijwinkel De Koeboer","winkel","Ermelo","Slagsteeg 33, Ermelo","False","True","52,311437","5,580959","True","True"
"302","Boerderijwinkel De Lutte-Esch","winkel","Diphoorn","Diphoorn 22, Diphoorn","True","True","52,769432","6,820563","True","True"
"303","Boerderijwinkel De Maargies Hoeve","winkel","Kallenkote","Kallenkote 19, Kallenkote","True","True","52,790382","6,161367","True","True"
"304","Boerderijwinkel de Mosselhoeve","winkel","Scherpenisse","Hartogsweg 16, Scherpenisse","True","True","51,534738","4,083192","True","True"
"305","Boerderijwinkel De Poldermeester","winkel","Ursem Gem Schermer","Molenweg 10, Ursem Gem Schermer","True","True","52,618622","4,873526","True","True"
"306","Boerderijwinkel de Zwaluwhoeve","winkel","Beemte Broekland","Broeklanderweg 24, Beemte Broekland","True","True","52,265191","5,999018","True","True"
"307","Boerderijwinkel Dols","winkel","Elsloo","Daalstraat 45, Elsloo","True","True","50,941134","5,769783","True","True"
"308","Boerderijwinkel en kaasautomaat Noordeloos","automaat","Noordeloos","Middenweg 3, Noordeloos","False","True","51,889697","4,950553","True","True"
"309","Boerderijwinkel erve Olthof","winkel","Hoge Hexel","Bekkenhaarsweg 8, Hoge Hexel","False","True","52,402801","6,574194","True","True"
"310","Boerderijwinkel Erve Trees / Melkveebedrijf Winterman","winkel","Twello","Achter â€˜t Holthuis 3, Twello","True","True","52,238545","6,124114","True","True"
"311","Boerderijwinkel Feintsje fan Menaam","winkel","Menaam","Bitgumerdyk 24, Menaam","True","True","53,223433","5,676129","True","True"
"312","Boerderijwinkel Gebr. Spee","winkel","Voerendaal","Oude Schoolstraat 2-c, Voerendaal","True","True","50,85625","5,943456","True","True"
"313","Boerderijwinkel GÃ©ron","winkel","Mechelen","Pastoor Ruttenstraat 2, Mechelen","True","True","50,799225","5,927712","True","True"
"314","Boerderijwinkel Groenteschuurtje","winkel","Serooskerke","Oostkapelseweg 87, Serooskerke","False","True","51,556209","3,584768","True","True"
"315","Boerderijwinkel Heuven","winkel","Vught","Reutseplein 10, Vught","True","True","51,672618","5,288439","True","True"
"316","boerderijwinkel hogehoeve","winkel","Kamperland","Nieuweweg 4, Kamperland","True","True","51,583586","3,721088","True","True"
"317","Boerderijwinkel Hoorn","winkel","Huis Ter Heide","Kolonievaart 16, Huis Ter Heide","True","True","53,015278","6,433889","True","True"
"318","Boerderijwinkel Horsting","winkel","Witteveen","Mr, Meester Harm Smeengeweg 20, Witteveen","True","True","52,818296","6,647091","True","True"
"319","Boerderijwinkel Jansen","winkel","Mijnsheerenland","Westdijk 8, Mijnsheerenland","True","True","51,795367","4,473236","True","True"
"320","Boerderijwinkel Klaren","winkel","Dronten","Boudewijnlaan 15, Dronten","True","True","52,522263","5,740353","True","True"
"321","boerderijwinkel Koemkolk V.O.F.","winkel","Oosterwolde","Koemkolkweg 5, Oosterwolde","True","True","52,459178","5,907692","True","True"
"322","Boerderijwinkel Kokkie's","winkel","Simonshaven","Hogeweg 24, Simonshaven","False","True","51,833054","4,297028","True","True"
"323","Boerderijwinkel Lenders","winkel","Sevenum","Grubbenvorsterweg 34, Sevenum","False","True","51,416084","6,054134","True","True"
"324","Boerderijwinkel Mertens - Urlings","winkel","Simpelveld","Rolduckerweg 43, Simpelveld","True","True","50,84057","5,992264","True","True"
"325","Boerderijwinkel Natuurlijk!","winkel","Vaassen","Kanaalweg 76, Vaassen","True","True","52,301915","6,004078","True","True"
"326","Boerderijwinkel Nieuwenhuis","winkel","Uffelte","Smeenholtenweg 2, Uffelte","True","True","52,79486","6,258568","True","True"
"327","Boerderijwinkel Oer de Wiel","winkel","FeanwÃ¢lden","BÃ»tefjild 3, FeanwÃ¢lden","True","True","53,250221","5,966452","True","True"
"328","Boerderijwinkel Onder de Eik","winkel","Bocholtz","Groeneweg 7, Bocholtz","True","True","50,817018","5,990466","True","True"
"329","Boerderijwinkel Ons Boer'n Erf","winkel","Harbrinkhoek","Almeloseweg 110, Harbrinkhoek","False","True","52,386695","6,728408","True","True"
"330","Boerderijwinkel oppe Baan","winkel","Maria Hoop","Waldfeuchterbaan 4, Maria Hoop","True","True","51,08283","5,938318","True","True"
"331","Boerderijwinkel Peters","winkel","Deurne","Hanenbergweg 30, Deurne","True","True","51,445526","5,823523","True","True"
"332","Boerderijwinkel Petri","winkel","Schinnen","Nagelbeek 17, Schinnen","False","True","50,936853","5,873187","True","True"
"333","Boerderijwinkel Piershil","winkel","Piershil","Buitenom 7, Piershil","True","True","51,791777","4,320419","True","True"
"334","Boerderijwinkel Pleegsterhof","winkel","Raalte","Nieuwe Deventerweg 26a, Raalte","True","True","52,362565","6,256809","True","True"
"335","Boerderijwinkel Runder-Lust","winkel","Nederhorst Den Berg","Eilandseweg 16, Nederhorst Den Berg","True","True","52,269519","5,025832","True","True"
"336","Boerderijwinkel Schaepkens","winkel","Hulsberg","Kerkstraat 24b, Hulsberg","True","True","50,889704","5,858663","True","True"
